timestamp,switch,dpid,in_port,src_mac,dst_mac,src_ip,dst_ip,protocole,src_port,dst_port,taille_paquet,label,
2026-05-29 16:09:49,OVS-1_Core,257354300580419,4,9e:7c:59:c0:ec:4f,08:00:27:d3:7e:50,2001:4278:19:e9cd::3,2001:4278:19:e9cd::10,PING_REQUEST,128,0,0,118,0
2026-05-29 16:10:02,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:02,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:03,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:03,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:03,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:04,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:05,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:05,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:06,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:09,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:09,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:10,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:17,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:17,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:18,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:33,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:34,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:10:34,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,33:33:00:00:00:fb,2001:4278:19:e9cd::20,ff02::fb,UDP,0,5353,5353,101,0
2026-05-29 16:11:15,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,08:00:27:a1:fb:cd,2001:4278:19:e9cd::20,2001:4278:19:e9cd::30,PING_REQUEST,128,0,0,118,0
2026-05-29 16:11:15,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,08:00:27:a1:fb:cd,2001:4278:19:e9cd::20,2001:4278:19:e9cd::30,PING_REQUEST,128,0,0,118,0
2026-05-29 16:11:16,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,08:00:27:a1:fb:cd,2001:4278:19:e9cd::20,2001:4278:19:e9cd::30,PING_REQUEST,128,0,0,118,0
2026-05-29 16:11:16,OVS-2_Switch,218158957599049,1,08:00:27:a1:fb:cd,08:00:27:5c:f8:ab,2001:4278:19:e9cd::30,2001:4278:19:e9cd::20,PING_REPLY,129,0,0,118,0
2026-05-29 16:11:16,OVS-1_Core,257354300580419,3,08:00:27:a1:fb:cd,08:00:27:5c:f8:ab,2001:4278:19:e9cd::30,2001:4278:19:e9cd::20,PING_REPLY,129,0,0,118,0
2026-05-29 16:11:16,OVS-3_Switch,174256918948943,4,08:00:27:a1:fb:cd,08:00:27:5c:f8:ab,2001:4278:19:e9cd::30,2001:4278:19:e9cd::20,PING_REPLY,129,0,0,118,0
2026-05-29 16:11:16,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,08:00:27:a1:fb:cd,2001:4278:19:e9cd::20,2001:4278:19:e9cd::30,PING_REQUEST,128,0,0,118,0
2026-05-29 16:11:16,OVS-1_Core,257354300580419,4,08:00:27:5c:f8:ab,08:00:27:a1:fb:cd,2001:4278:19:e9cd::20,2001:4278:19:e9cd::30,PING_REQUEST,128,0,0,118,0
2026-05-29 16:11:16,OVS-2_Switch,218158957599049,19,08:00:27:5c:f8:ab,08:00:27:a1:fb:cd,2001:4278:19:e9cd::20,2001:4278:19:e9cd::30,PING_REQUEST,128,0,0,118,0
2026-05-29 16:11:21,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,08:00:27:d3:7e:50,2001:4278:19:e9cd::20,2001:4278:19:e9cd::10,PING_REQUEST,128,0,0,118,0
2026-05-29 16:11:21,OVS-1_Core,257354300580419,1,08:00:27:d3:7e:50,08:00:27:5c:f8:ab,2001:4278:19:e9cd::10,2001:4278:19:e9cd::20,PING_REPLY,129,0,0,118,0
2026-05-29 16:11:22,OVS-3_Switch,174256918948943,1,08:00:27:5c:f8:ab,08:00:27:d3:7e:50,2001:4278:19:e9cd::20,2001:4278:19:e9cd::10,PING_REQUEST,128,0,0,118,0
2026-05-29 16:13:30,OVS-1_Core,257354300580419,1,08:00:27:d3:7e:50,33:33:00:00:00:fb,2001:4278:19:e9cd::10,ff02::fb,UDP,0,5353,5353,107,0
2026-05-29 16:13:30,OVS-3_Switch,174256918948943,4,08:00:27:d3:7e:50,33:33:00:00:00:fb,2001:4278:19:e9cd::10,ff02::fb,UDP,0,5353,5353,107,0
